-155.36899,58.35619
-155.35050,58.35043
-155.32420,58.34843
-155.28974,58.33423
-155.27433,58.32185
-155.26888,58.30621
-155.26868,58.29367
-155.26528,58.28120
-155.27355,58.26553
-155.28746,58.24341
-155.30807,58.22915
-155.29222,58.23365
-155.27311,58.23797
-155.24474,58.23869
-155.22642,58.23610
-155.19887,58.22904
-155.17820,58.21876
-155.15917,58.20859
-155.16248,58.19631
-155.16332,58.19407
-155.17857,58.18538
-155.17909,58.16887
-155.16416,58.16862
-155.15144,58.15821
-155.13448,58.13745
-155.09104,58.12861
-155.06355,58.10636
-155.05424,58.07960
-155.02565,58.05867
-155.00860,58.03769
-154.97716,58.01643
-154.94721,58.00010
-154.93440,58.00991
-154.92291,58.02513
-154.90767,58.03016
-154.90843,58.04368
-154.90494,58.05566
-154.90034,58.06660
-154.89801,58.08080
-154.89120,58.09018
-154.88337,58.10013
-154.90330,58.10102
-154.91910,58.08495
-154.94419,58.08577
-154.96532,58.08992
-154.98314,58.10729
-154.95924,58.10210
-154.93850,58.10782
-154.91788,58.11846
-154.90318,58.13016
-154.88405,58.13757
-154.85744,58.12019
-154.82948,58.11774
-154.82025,58.09980
-154.79784,58.08756
-154.76071,58.09006
-154.75594,58.10152
-154.74891,58.10867
-154.73033,58.11268
-154.73682,58.12138
-154.74554,58.13283
-154.72042,58.13365
-154.72197,58.14850
-154.70636,58.15365
-154.68006,58.14499
-154.67240,58.13296
-154.66402,58.12423
-154.66052,58.10784
-154.65212,58.09108
-154.62477,58.07445
-154.59024,58.07677
-154.60912,58.08969
-154.62608,58.10539
-154.62827,58.11686
-154.63790,58.13216
-154.62479,58.15153
-154.62605,58.16089
-154.61639,58.17499
-154.59462,58.17729
-154.58589,58.17859
-154.55732,58.18633
-154.54172,58.19253
-154.54330,58.20163
-154.54108,58.21458
-154.54763,58.22962
-154.58702,58.23481
-154.60699,58.25015
-154.59820,58.26553
-154.56865,58.27361
-154.55337,58.28546
-154.57501,58.30284
-154.57484,58.32024
-154.59446,58.33865
-154.62261,58.34827
-154.62900,58.35000
-154.63756,58.35166
-154.68802,58.35700
-154.72408,58.35683
-154.77023,58.35862
-154.81338,58.35977
-154.85182,58.36380
-154.88705,58.36636
-154.94982,58.36984
-154.99588,58.37202
-155.03655,58.37035
-155.05278,58.37715
-155.08479,58.38200
-155.11588,58.38781
-155.14132,58.38396
-155.16901,58.38275
-155.18596,58.38701
-155.21707,58.38428
-155.23292,58.38124
-155.25561,58.37002
-155.26883,58.36280
-155.29158,58.36910
-155.29864,58.37480
-155.30815,58.38115
-155.31873,58.38527
-155.34028,58.38762
-155.35621,58.38279
-155.36979,58.37792
-155.36899,58.35619
