-155.36649,58.40899
-155.37181,58.40697
-155.37485,58.40536
-155.37788,58.40374
-155.38066,58.40199
-155.38319,58.39997
-155.38649,58.39848
-155.39130,58.39646
-155.39484,58.39525
-155.39938,58.39417
-155.40268,58.39310
-155.40672,58.39215
-155.41078,58.39094
-155.41280,58.39013
-155.41406,58.38811
-155.41458,58.38649
-155.41534,58.38447
-155.41331,58.38299
-155.41078,58.38231
-155.40750,58.38164
-155.40396,58.38190
-155.39941,58.38244
-155.39461,58.38325
-155.39157,58.38406
-155.38878,58.38406
-155.38524,58.38379
-155.38322,58.38284
-155.38069,58.38136
-155.37918,58.37906
-155.37715,58.37731
-155.37514,58.37569
-155.37236,58.37394
-155.36958,58.37191
-155.36781,58.37016
-155.36604,58.36773
-155.36630,58.36477
-155.36807,58.36355
-155.37085,58.36221
-155.37212,58.36086
-155.37086,58.35978
-155.36807,58.35897
-155.36429,58.35829
-155.36201,58.35735
-155.36252,58.35613
-155.36455,58.35411
-155.36809,58.35303
-155.37189,58.35290
-155.37517,58.35398
-155.37744,58.35479
-155.37820,58.35560
-155.37947,58.35493
-155.38124,58.35385
-155.38225,58.35304
-155.38351,58.35237
-155.38402,58.35129
-155.38504,58.34967
-155.38200,58.34953
-155.37897,58.34953
-155.37643,58.34913
-155.37163,58.34953
-155.36758,58.34926
-155.36330,58.34872
-155.36177,58.34723
-155.36000,58.34588
-155.35799,58.34494
-155.35519,58.34629
-155.35368,58.34804
-155.35242,58.34979
-155.35065,58.35114
-155.34685,58.35168
-155.34305,58.35181
-155.34027,58.35141
-155.33774,58.35059
-155.33470,58.35006
-155.33295,58.34830
-155.33092,58.34776
-155.32687,58.34789
-155.32257,58.34749
-155.32004,58.34708
-155.31575,58.34641
-155.31271,58.34600
-155.30867,58.34465
-155.30513,58.34357
-155.30133,58.34235
-155.29729,58.34060
-155.29350,58.33912
-155.28996,58.33709
-155.28819,58.33520
-155.28642,58.33345
-155.28491,58.33142
-155.28365,58.32886
-155.28391,58.32630
-155.28264,58.32522
-155.28113,58.32374
-155.27809,58.32266
-155.27608,58.32212
-155.27557,58.31996
-155.27583,58.31794
-155.27457,58.31605
-155.27280,58.31511
-155.27179,58.31335
-155.27103,58.31133
-155.26952,58.30904
-155.26801,58.30674
-155.26573,58.30458
-155.26370,58.30297
-155.26396,58.30067
-155.26523,58.29973
-155.26599,58.29865
-155.26599,58.29744
-155.26575,58.29622
-155.26675,58.29515
-155.26828,58.29407
-155.26979,58.29191
-155.26929,58.28962
-155.26804,58.28746
-155.26677,58.28557
-155.26703,58.28382
-155.26677,58.28166
-155.26779,58.28031
-155.27007,58.28058
-155.27234,58.28139
-155.27435,58.28220
-155.27538,58.28099
-155.27791,58.28045
-155.27942,58.28005
-155.27841,58.27884
-155.27715,58.27748
-155.27463,58.27587
-155.27159,58.27505
-155.26906,58.27478
-155.26805,58.27317
-155.26729,58.27168
-155.26781,58.26966
-155.26932,58.26777
-155.27135,58.26670
-155.27338,58.26548
-155.27489,58.26468
-155.27414,58.26319
-155.27237,58.26198
-155.27287,58.25995
-155.27414,58.25861
-155.27718,58.25686
-155.28047,58.25510
-155.28224,58.25294
-155.28452,58.25066
-155.28477,58.24769
-155.28453,58.24607
-155.28427,58.24418
-155.28529,58.24257
-155.28706,58.24176
-155.28783,58.24014
-155.28783,58.23866
-155.28606,58.23785
-155.28328,58.23771
-155.28125,58.23569
-155.27821,58.23528
-155.27570,58.23380
-155.27266,58.23514
-155.27039,58.23460
-155.27013,58.23663
-155.26759,58.23663
-155.26405,58.23797
-155.26051,58.23756
-155.25723,58.23716
-155.25774,58.23554
-155.25800,58.23365
-155.25800,58.23123
-155.25572,58.23298
-155.25444,58.23487
-155.25444,58.23662
-155.25116,58.23594
-155.24838,58.23527
-155.24812,58.23459
-155.24535,58.23459
-155.24281,58.23392
-155.24281,58.23284
-155.24207,58.23135
-155.23877,58.23095
-155.23676,58.22947
-155.23573,58.23014
-155.23726,58.23176
-155.23827,58.23351
-155.23801,58.23526
-155.23346,58.23540
-155.22992,58.23526
-155.23143,58.23634
-155.23346,58.23769
-155.23547,58.23958
-155.23320,58.24079
-155.23016,58.24079
-155.22687,58.24106
-155.22383,58.24079
-155.22079,58.24092
-155.22029,58.24213
-155.21902,58.24348
-155.21725,58.24321
-155.21574,58.24334
-155.21548,58.24523
-155.21472,58.24685
-155.21169,58.24766
-155.20966,58.24874
-155.21016,58.25103
-155.20865,58.25265
-155.20612,58.25346
-155.20157,58.25372
-155.19853,58.25278
-155.19550,58.25116
-155.19272,58.24900
-155.19044,58.24738
-155.19019,58.24576
-155.19197,58.24374
-155.19374,58.24185
-155.19804,58.24131
-155.20082,58.24105
-155.20285,58.24064
-155.20589,58.23983
-155.20689,58.23916
-155.20563,58.23673
-155.20386,58.23552
-155.20184,58.23404
-155.19907,58.23255
-155.19476,58.23188
-155.19096,58.23322
-155.18768,58.23430
-155.18388,58.23524
-155.18111,58.23511
-155.17883,58.23416
-155.17630,58.23322
-155.17326,58.23200
-155.16972,58.23092
-155.16821,58.22903
-155.16974,58.22674
-155.16771,58.22499
-155.16570,58.22269
-155.16646,58.21986
-155.17026,58.21811
-155.17026,58.21609
-155.16925,58.21474
-155.16698,58.21352
-155.16394,58.21285
-155.16116,58.21109
-155.15990,58.20880
-155.15915,58.20624
-155.15965,58.20435
-155.16016,58.20219
-155.16142,58.20044
-155.16396,58.19869
-155.16371,58.19721
-155.16194,58.19626
-155.16168,58.19464
-155.15941,58.19384
-155.15637,58.19316
-155.15460,58.19208
-155.15411,58.19019
-155.15488,58.18723
-155.15689,58.18601
-155.15993,58.18480
-155.16222,58.18359
-155.16423,58.18238
-155.16525,58.18076
-155.16676,58.17914
-155.16753,58.17725
-155.16753,58.17550
-155.16525,58.17455
-155.16273,58.17347
-155.15994,58.17253
-155.15691,58.17442
-155.15437,58.17590
-155.15160,58.17752
-155.14856,58.17819
-155.14526,58.17886
-155.14148,58.17899
-155.13895,58.17778
-155.13567,58.17913
-155.13211,58.18061
-155.12782,58.18142
-155.12376,58.18250
-155.11845,58.18276
-155.11288,58.18370
-155.10860,58.18491
-155.10606,58.18599
-155.10378,58.18761
-155.10023,58.18882
-155.09492,58.19071
-155.09215,58.19192
-155.09265,58.19273
-155.09593,58.19394
-155.09947,58.19502
-155.10251,58.19651
-155.10428,58.19813
-155.10730,58.19934
-155.10933,58.20029
-155.10983,58.20137
-155.11160,58.20231
-155.11514,58.20231
-155.11919,58.20312
